TEAM 1,TEAM 2,DIVISION,DATE,TIME,COURT,REF
C-06,C-18,COMPETITIVE,Nov 06 26,9:15 PM,11,12
C-18,C-12,COMPETITIVE,Nov 06 26,10:00 PM,11,6
C-06,C-12,COMPETITIVE,Nov 06 26,10:45 PM,11,18
S-03,S-13,SKILLED,Nov 06 26,7:00 PM,12,2
S-13,S-02,SKILLED,Nov 06 26,7:45 PM,12,3
S-03,S-02,SKILLED,Nov 06 26,8:30 PM,12,13
S-06,S-18,SKILLED,Nov 06 26,9:15 PM,12,12
S-18,S-12,SKILLED,Nov 06 26,10:00 PM,12,6
S-06,S-12,SKILLED,Nov 06 26,10:45 PM,12,18
I-07,I-07,INTERMEDIATE,Nov 06 26,7:00 PM,13,I13
I-05,I-05,INTERMEDIATE,Nov 06 26,7:45 PM,13,I7
I-07,I-07,INTERMEDIATE,Nov 06 26,8:30 PM,13,I5
I-08,I-08,INTERMEDIATE,Nov 06 26,9:15 PM,13,I11
I-02,I-02,INTERMEDIATE,Nov 06 26,10:00 PM,13,I8
I-08,I-08,INTERMEDIATE,Nov 06 26,10:45 PM,13,I2
I-12,I-12,INTERMEDIATE,Nov 06 26,7:00 PM,14,I15
I-01,I-01,INTERMEDIATE,Nov 06 26,7:45 PM,14,I12
I-12,I-12,INTERMEDIATE,Nov 06 26,8:30 PM,14,I1
I-06,I-06,INTERMEDIATE,Nov 06 26,9:15 PM,14,I10
I-04,I-04,INTERMEDIATE,Nov 06 26,10:00 PM,14,I6
I-06,I-06,INTERMEDIATE,Nov 06 26,10:45 PM,14,I4
R-04,R-06,RECREATIONAL,Nov 06 26,7:00 PM,15,5
R-06,R-05,RECREATIONAL,Nov 06 26,7:45 PM,15,4
R-04,R-05,RECREATIONAL,Nov 06 26,8:30 PM,15,6
I-09,I-09,INTERMEDIATE,Nov 06 26,9:15 PM,15,I14
I-03,I-03,INTERMEDIATE,Nov 06 26,10:00 PM,15,I9
I-09,I-09,INTERMEDIATE,Nov 06 26,10:45 PM,15,I3
R-02,R-03,RECREATIONAL,Nov 06 26,7:00 PM,16,1
R-03,R-01,RECREATIONAL,Nov 06 26,7:45 PM,16,2
R-02,R-01,RECREATIONAL,Nov 06 26,8:30 PM,16,3
R-08,R-09,RECREATIONAL,Nov 06 26,9:15 PM,16,7
R-09,R-07,RECREATIONAL,Nov 06 26,10:00 PM,16,8
R-08,R-07,RECREATIONAL,Nov 06 26,10:45 PM,16,9
E-02,E-05,ELITE,Nov 13 26,7:00 PM,4,4
E-05,E-04,ELITE,Nov 13 26,7:45 PM,4,2
E-02,E-04,ELITE,Nov 13 26,8:30 PM,4,5
E-03,E-01,ELITE,Nov 13 26,9:15 PM,4,6
E-01,E-06,ELITE,Nov 13 26,10:00 PM,4,3
E-03,E-06,ELITE,Nov 13 26,10:45 PM,4,1
P-08,P-05,POWER,Nov 13 26,9:15 PM,2,2
P-05,P-02,POWER,Nov 13 26,10:00 PM,2,8
P-08,P-02,POWER,Nov 13 26,10:45 PM,2,5
P-09,P-06,POWER,Nov 13 26,7:00 PM,3,3
P-06,P-03,POWER,Nov 13 26,7:45 PM,3,9
P-09,P-03,POWER,Nov 13 26,8:30 PM,3,6
P-07,P-04,POWER,Nov 13 26,9:15 PM,3,1
P-04,P-01,POWER,Nov 13 26,10:00 PM,3,7
P-07,P-01,POWER,Nov 13 26,10:45 PM,3,4
A-02,A-14,ADVANCED,Nov 13 26,7:00 PM,1,8
A-14,A-08,ADVANCED,Nov 13 26,7:45 PM,1,2
A-02,A-08,ADVANCED,Nov 13 26,8:30 PM,1,14
A-16,A-15,ADVANCED,Nov 13 26,9:15 PM,1,3
A-15,A-03,ADVANCED,Nov 13 26,10:00 PM,1,16
A-16,A-03,ADVANCED,Nov 13 26,10:45 PM,1,15
S-02,S-14,SKILLED,Nov 13 26,7:00 PM,5,8
S-14,S-08,SKILLED,Nov 13 26,7:45 PM,5,2
S-02,S-08,SKILLED,Nov 13 26,8:30 PM,5,14
S-16,S-15,SKILLED,Nov 13 26,9:15 PM,5,3
S-15,S-03,SKILLED,Nov 13 26,10:00 PM,5,16
S-16,S-03,SKILLED,Nov 13 26,10:45 PM,5,15
S-04,S-11,SKILLED,Nov 13 26,7:00 PM,6,7
S-11,S-07,SKILLED,Nov 13 26,7:45 PM,6,4
S-04,S-07,SKILLED,Nov 13 26,8:30 PM,6,11
S-10,S-05,SKILLED,Nov 13 26,9:15 PM,6,6
S-05,S-06,SKILLED,Nov 13 26,10:00 PM,6,10
S-10,S-06,SKILLED,Nov 13 26,10:45 PM,6,5
A-04,A-11,ADVANCED,Nov 13 26,7:00 PM,7,7
A-11,A-07,ADVANCED,Nov 13 26,7:45 PM,7,4
A-04,A-07,ADVANCED,Nov 13 26,8:30 PM,7,11
A-10,A-05,ADVANCED,Nov 13 26,9:15 PM,7,6
A-05,A-06,ADVANCED,Nov 13 26,10:00 PM,7,10
A-10,A-06,ADVANCED,Nov 13 26,10:45 PM,7,5
A-09,A-17,ADVANCED,Nov 13 26,7:00 PM,8,18
A-17,A-18,ADVANCED,Nov 13 26,7:45 PM,8,9
A-09,A-18,ADVANCED,Nov 13 26,8:30 PM,8,17
A-12,A-01,ADVANCED,Nov 13 26,9:15 PM,8,13
A-01,A-13,ADVANCED,Nov 13 26,10:00 PM,8,12
A-12,A-13,ADVANCED,Nov 13 26,10:45 PM,8,1
C-02,C-14,COMPETITIVE,Nov 13 26,7:00 PM,9,8
C-14,C-08,COMPETITIVE,Nov 13 26,7:45 PM,9,2
C-02,C-08,COMPETITIVE,Nov 13 26,8:30 PM,9,14
C-16,C-15,COMPETITIVE,Nov 13 26,9:15 PM,9,3
C-15,C-03,COMPETITIVE,Nov 13 26,10:00 PM,9,16
C-16,C-03,COMPETITIVE,Nov 13 26,10:45 PM,9,15
C-04,C-11,COMPETITIVE,Nov 13 26,7:00 PM,10,7
C-11,C-07,COMPETITIVE,Nov 13 26,7:45 PM,10,4
C-04,C-07,COMPETITIVE,Nov 13 26,8:30 PM,10,11
C-10,C-05,COMPETITIVE,Nov 13 26,9:15 PM,10,6
C-05,C-06,COMPETITIVE,Nov 13 26,10:00 PM,10,10
C-10,C-06,COMPETITIVE,Nov 13 26,10:45 PM,10,5
C-09,C-17,COMPETITIVE,Nov 13 26,7:00 PM,11,18
C-17,C-18,COMPETITIVE,Nov 13 26,7:45 PM,11,9
C-09,C-18,COMPETITIVE,Nov 13 26,8:30 PM,11,17
C-12,C-01,COMPETITIVE,Nov 13 26,9:15 PM,11,13
C-01,C-13,COMPETITIVE,Nov 13 26,10:00 PM,11,12
C-12,C-13,COMPETITIVE,Nov 13 26,10:45 PM,11,1
S-09,S-17,SKILLED,Nov 13 26,7:00 PM,12,18
S-17,S-18,SKILLED,Nov 13 26,7:45 PM,12,9
S-09,S-18,SKILLED,Nov 13 26,8:30 PM,12,17
S-12,S-01,SKILLED,Nov 13 26,9:15 PM,12,13
S-01,S-13,SKILLED,Nov 13 26,10:00 PM,12,12
S-12,S-13,SKILLED,Nov 13 26,10:45 PM,12,1
I-09,I-09,INTERMEDIATE,Nov 13 26,7:00 PM,13,I15
I-02,I-02,INTERMEDIATE,Nov 13 26,7:45 PM,13,I9
I-09,I-09,INTERMEDIATE,Nov 13 26,8:30 PM,13,I2
I-10,I-10,INTERMEDIATE,Nov 13 26,9:15 PM,13,I13
I-08,I-08,INTERMEDIATE,Nov 13 26,10:00 PM,13,I10
I-10,I-10,INTERMEDIATE,Nov 13 26,10:45 PM,13,I8
I-04,I-04,INTERMEDIATE,Nov 13 26,7:00 PM,14,I12
I-03,I-03,INTERMEDIATE,Nov 13 26,7:45 PM,14,I4
I-04,I-04,INTERMEDIATE,Nov 13 26,8:30 PM,14,I3
I-11,I-11,INTERMEDIATE,Nov 13 26,9:15 PM,14,I14
I-05,I-05,INTERMEDIATE,Nov 13 26,10:00 PM,14,I11
I-11,I-11,INTERMEDIATE,Nov 13 26,10:45 PM,14,I5
I-06,I-06,INTERMEDIATE,Nov 13 26,7:00 PM,15,I7
I-01,I-01,INTERMEDIATE,Nov 13 26,7:45 PM,15,I6
I-06,I-06,INTERMEDIATE,Nov 13 26,8:30 PM,15,I1
R-08,R-05,RECREATIONAL,Nov 13 26,9:15 PM,15,2
R-05,R-02,RECREATIONAL,Nov 13 26,10:00 PM,15,8
R-08,R-02,RECREATIONAL,Nov 13 26,10:45 PM,15,5
R-09,R-06,RECREATIONAL,Nov 13 26,7:00 PM,16,3
R-06,R-03,RECREATIONAL,Nov 13 26,7:45 PM,16,9
R-09,R-03,RECREATIONAL,Nov 13 26,8:30 PM,16,6
R-07,R-04,RECREATIONAL,Nov 13 26,9:15 PM,16,1
R-04,R-01,RECREATIONAL,Nov 13 26,10:00 PM,16,7
R-07,R-01,RECREATIONAL,Nov 13 26,10:45 PM,16,4
E-02,E-01,ELITE,Nov 20 26,7:00 PM,4,3
E-01,E-03,ELITE,Nov 20 26,7:45 PM,4,2
E-02,E-03,ELITE,Nov 20 26,8:30 PM,4,1
E-05,E-04,ELITE,Nov 20 26,9:15 PM,4,6
E-04,E-06,ELITE,Nov 20 26,10:00 PM,4,5
E-05,E-06,ELITE,Nov 20 26,10:45 PM,4,4
P-07,P-06,POWER,Nov 20 26,7:00 PM,2,2
P-06,P-02,POWER,Nov 20 26,7:45 PM,2,7
P-07,P-02,POWER,Nov 20 26,8:30 PM,2,6
P-09,P-05,POWER,Nov 20 26,7:00 PM,3,1
P-05,P-01,POWER,Nov 20 26,7:45 PM,3,9
P-09,P-01,POWER,Nov 20 26,8:30 PM,3,5
P-03,P-08,POWER,Nov 20 26,9:15 PM,3,4
P-08,P-04,POWER,Nov 20 26,10:00 PM,3,3
P-03,P-04,POWER,Nov 20 26,10:45 PM,3,8
A-13,A-06,ADVANCED,Nov 20 26,7:00 PM,1,16
A-06,A-16,ADVANCED,Nov 20 26,7:45 PM,1,13
A-13,A-16,ADVANCED,Nov 20 26,8:30 PM,1,6
A-01,A-14,ADVANCED,Nov 20 26,9:15 PM,1,10
A-14,A-10,ADVANCED,Nov 20 26,10:00 PM,1,1
A-01,A-10,ADVANCED,Nov 20 26,10:45 PM,1,14
S-13,S-06,SKILLED,Nov 20 26,7:00 PM,5,16
S-06,S-16,SKILLED,Nov 20 26,7:45 PM,5,13
S-13,S-16,SKILLED,Nov 20 26,8:30 PM,5,6
S-01,S-14,SKILLED,Nov 20 26,9:15 PM,5,10
S-14,S-10,SKILLED,Nov 20 26,10:00 PM,5,1
S-01,S-10,SKILLED,Nov 20 26,10:45 PM,5,14
S-08,S-05,SKILLED,Nov 20 26,7:00 PM,6,12
S-05,S-12,SKILLED,Nov 20 26,7:45 PM,6,8
S-08,S-12,SKILLED,Nov 20 26,8:30 PM,6,5
S-03,S-18,SKILLED,Nov 20 26,9:15 PM,6,4
S-18,S-04,SKILLED,Nov 20 26,10:00 PM,6,3
S-03,S-04,SKILLED,Nov 20 26,10:45 PM,6,18
A-08,A-05,ADVANCED,Nov 20 26,7:00 PM,7,12
A-05,A-12,ADVANCED,Nov 20 26,7:45 PM,7,8
A-08,A-12,ADVANCED,Nov 20 26,8:30 PM,7,5
A-03,A-18,ADVANCED,Nov 20 26,9:15 PM,7,4
A-18,A-04,ADVANCED,Nov 20 26,10:00 PM,7,3
A-03,A-04,ADVANCED,Nov 20 26,10:45 PM,7,18
A-17,A-09,ADVANCED,Nov 20 26,7:00 PM,8,2
A-09,A-02,ADVANCED,Nov 20 26,7:45 PM,8,17
A-17,A-02,ADVANCED,Nov 20 26,8:30 PM,8,9
A-15,A-07,ADVANCED,Nov 20 26,9:15 PM,8,11
A-07,A-11,ADVANCED,Nov 20 26,10:00 PM,8,15
A-15,A-11,ADVANCED,Nov 20 26,10:45 PM,8,7
C-13,C-06,COMPETITIVE,Nov 20 26,7:00 PM,9,16
C-06,C-16,COMPETITIVE,Nov 20 26,7:45 PM,9,13
C-13,C-16,COMPETITIVE,Nov 20 26,8:30 PM,9,6
C-01,C-14,COMPETITIVE,Nov 20 26,9:15 PM,9,10
C-14,C-10,COMPETITIVE,Nov 20 26,10:00 PM,9,1
C-01,C-10,COMPETITIVE,Nov 20 26,10:45 PM,9,14
C-08,C-05,COMPETITIVE,Nov 20 26,7:00 PM,10,12
C-05,C-12,COMPETITIVE,Nov 20 26,7:45 PM,10,8
C-08,C-12,COMPETITIVE,Nov 20 26,8:30 PM,10,5
C-03,C-18,COMPETITIVE,Nov 20 26,9:15 PM,10,4
C-18,C-04,COMPETITIVE,Nov 20 26,10:00 PM,10,3
C-03,C-04,COMPETITIVE,Nov 20 26,10:45 PM,10,18
C-17,C-09,COMPETITIVE,Nov 20 26,7:00 PM,11,2
C-09,C-02,COMPETITIVE,Nov 20 26,7:45 PM,11,17
C-17,C-02,COMPETITIVE,Nov 20 26,8:30 PM,11,9
C-15,C-07,COMPETITIVE,Nov 20 26,9:15 PM,11,11
C-07,C-11,COMPETITIVE,Nov 20 26,10:00 PM,11,15
C-15,C-11,COMPETITIVE,Nov 20 26,10:45 PM,11,7
S-17,S-09,SKILLED,Nov 20 26,7:00 PM,12,2
S-09,S-02,SKILLED,Nov 20 26,7:45 PM,12,17
S-17,S-02,SKILLED,Nov 20 26,8:30 PM,12,9
S-15,S-07,SKILLED,Nov 20 26,9:15 PM,12,11
S-07,S-11,SKILLED,Nov 20 26,10:00 PM,12,15
S-15,S-11,SKILLED,Nov 20 26,10:45 PM,12,7
I-07,I-07,INTERMEDIATE,Nov 20 26,7:00 PM,13,I9
I-04,I-04,INTERMEDIATE,Nov 20 26,7:45 PM,13,I7
I-07,I-07,INTERMEDIATE,Nov 20 26,8:30 PM,13,I4
I-11,I-11,INTERMEDIATE,Nov 20 26,9:15 PM,13,I13
I-03,I-03,INTERMEDIATE,Nov 20 26,10:00 PM,13,I11
I-11,I-11,INTERMEDIATE,Nov 20 26,10:45 PM,13,I3
I-08,I-08,INTERMEDIATE,Nov 20 26,7:00 PM,14,I15
I-06,I-06,INTERMEDIATE,Nov 20 26,7:45 PM,14,I8
I-08,I-08,INTERMEDIATE,Nov 20 26,8:30 PM,14,I6
I-10,I-10,INTERMEDIATE,Nov 20 26,9:15 PM,14,I14
I-01,I-01,INTERMEDIATE,Nov 20 26,10:00 PM,14,I10
I-10,I-10,INTERMEDIATE,Nov 20 26,10:45 PM,14,I1
R-07,R-06,RECREATIONAL,Nov 20 26,7:00 PM,15,2
R-06,R-02,RECREATIONAL,Nov 20 26,7:45 PM,15,7
R-07,R-02,RECREATIONAL,Nov 20 26,8:30 PM,15,6
I-05,I-05,INTERMEDIATE,Nov 20 26,9:15 PM,15,I12
I-02,I-02,INTERMEDIATE,Nov 20 26,10:00 PM,15,I5
I-05,I-05,INTERMEDIATE,Nov 20 26,10:45 PM,15,I2
R-09,R-05,RECREATIONAL,Nov 20 26,7:00 PM,16,1
R-05,R-01,RECREATIONAL,Nov 20 26,7:45 PM,16,9
R-09,R-01,RECREATIONAL,Nov 20 26,8:30 PM,16,5
R-03,R-08,RECREATIONAL,Nov 20 26,9:15 PM,16,4
R-08,R-04,RECREATIONAL,Nov 20 26,10:00 PM,16,3
R-03,R-04,RECREATIONAL,Nov 20 26,10:45 PM,16,8
